"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"j7yMrYIX+HL0zsQRYm4aF8S5kUGZEXZOZWik3zmQOwU=","j7yMrYIX+HL0zsQRYm4aF8S5kUGZEXZOZWik3zmQOwU=","j7yMrYIX+HL0zsQRYm4aF8S5kUGZEXZOZWik3zmQOwU=","Germany","Wir sind, was wir denken. Alles, was wir sind, entsteht aus unseren Gedanken. Mit unseren Gedanken formen wir die Welt.","","33","43","2018-12-23","en"
"gA65S8YvnimVW1trFkHYtEUaZefKx6DCe1SkdSUj9pk=","gA65S8YvnimVW1trFkHYtEUaZefKx6DCe1SkdSUj9pk=","gA65S8YvnimVW1trFkHYtEUaZefKx6DCe1SkdSUj9pk=","","مناهض لكل أصناف الجرائم الإنسانية اينما كانت كلنا مع #اليمن","","1","0","2019-02-01","en"
"4tT7SVeBDWni2M3EcJz8bW95JxWmZOQnaUmVzod5mo=","4tT7SVeBDWni2M3EcJz8bW95JxWmZOQnaUmVzod5mo=","4tT7SVeBDWni2M3EcJz8bW95JxWmZOQnaUmVzod5mo=","","","","0","0","2019-02-05","en"
"YM4Vig4P0LidH7prFBvMet8ncxytddK9vrYY62zXE=","YM4Vig4P0LidH7prFBvMet8ncxytddK9vrYY62zXE=","YM4Vig4P0LidH7prFBvMet8ncxytddK9vrYY62zXE=","","منم و این صنم و عاشقی و باقی عمر","","648","1807","2018-01-14","en"
"SGWbMlDmPEKH+n3bm711jm1o1dYwpylV++Mw1q91WE=","SGWbMlDmPEKH+n3bm711jm1o1dYwpylV++Mw1q91WE=","SGWbMlDmPEKH+n3bm711jm1o1dYwpylV++Mw1q91WE=","Paraná, Brazil","“Se tempo é dinheiro eu estou sempre atrasado”
🤪","https://t.co/qi6toQE3v8","52","219","2018-09-17","en"
"PGaWJXD4YeBBjMWfWIpaqV13sIrraanNxs0HbfuAxQ=","PGaWJXD4YeBBjMWfWIpaqV13sIrraanNxs0HbfuAxQ=","PGaWJXD4YeBBjMWfWIpaqV13sIrraanNxs0HbfuAxQ=","Yemen","راح ننتصر يا يمن وستظلي شامخه مرفوعة الرأس","","27","78","2018-12-05","en"
"yxupdv5NI3wbqFC3ECT9Uc47xDdxXUuJMi3wDWFBE=","yxupdv5NI3wbqFC3ECT9Uc47xDdxXUuJMi3wDWFBE=","yxupdv5NI3wbqFC3ECT9Uc47xDdxXUuJMi3wDWFBE=","","على قدر اهل العزم تاتى العزائم","","36","48","2018-10-05","en"
"Ul0RiipjaIx1cKjaaNFJB8GxPjUBLVWXDZYpsysbc+M=","Ul0RiipjaIx1cKjaaNFJB8GxPjUBLVWXDZYpsysbc+M=","Ul0RiipjaIx1cKjaaNFJB8GxPjUBLVWXDZYpsysbc+M=","","","","0","0","2018-11-03","en"
"plCV+8nq6F+ruVZyRH7wWafUyGeBOYEhIWR6otYSpU=","plCV+8nq6F+ruVZyRH7wWafUyGeBOYEhIWR6otYSpU=","plCV+8nq6F+ruVZyRH7wWafUyGeBOYEhIWR6otYSpU=","القاهرة, مصر","الهدووء","","89","153","2018-10-06","ar"
"ymaRbGAe3By+xqEhAI6EGtXTQGxQS+YhKxjuruZ4pYg=","ymaRbGAe3By+xqEhAI6EGtXTQGxQS+YhKxjuruZ4pYg=","ymaRbGAe3By+xqEhAI6EGtXTQGxQS+YhKxjuruZ4pYg=","Yemen","سيبقى نبض قلبي يمنياً","","3","1","2018-12-04","en"
"Wvnmf6gAWZKgM90XMVuAT9fCMlRqtivUzvAaxZHQCE=","Wvnmf6gAWZKgM90XMVuAT9fCMlRqtivUzvAaxZHQCE=","Wvnmf6gAWZKgM90XMVuAT9fCMlRqtivUzvAaxZHQCE=","Yemen","‏كيف تكون الحياة إذا لم نكن نملك الجرأة على المحاولة..","","70","471","2018-12-05","en"
"xDKobrjLSc2ANgh9OLz+FmluS5dFM8pXo6suKC3nic=","xDKobrjLSc2ANgh9OLz+FmluS5dFM8pXo6suKC3nic=","xDKobrjLSc2ANgh9OLz+FmluS5dFM8pXo6suKC3nic=","","","","0","0","2019-02-02","en"
"vJFBAYoNEWhtXfmqK0OEmjXke+QjaCBP3SqmMzJutk0=","vJFBAYoNEWhtXfmqK0OEmjXke+QjaCBP3SqmMzJutk0=","vJFBAYoNEWhtXfmqK0OEmjXke+QjaCBP3SqmMzJutk0=","","","","0","0","2018-11-13","en"
"wybwqy71kOB2780knkRCCedPFE0S6eaQB8GoqmAhb40=","wybwqy71kOB2780knkRCCedPFE0S6eaQB8GoqmAhb40=","wybwqy71kOB2780knkRCCedPFE0S6eaQB8GoqmAhb40=","","من كثرت همومه وغمومه فليكثر من قول ( لا حول ولا قوة إلا بالله) ✨🇦🇪","","71","196","2018-12-04","en"
"FanKKZMh85qwusGOqMzQVuaJ6etpdolOCgChOmYFRNU=","FanKKZMh85qwusGOqMzQVuaJ6etpdolOCgChOmYFRNU=","FanKKZMh85qwusGOqMzQVuaJ6etpdolOCgChOmYFRNU=","","","","0","0","2019-02-05","en"
"tVCXfbbGBdzWs8pHDN0+b14ppcv8HtrPieSxORdl69o=","tVCXfbbGBdzWs8pHDN0+b14ppcv8HtrPieSxORdl69o=","tVCXfbbGBdzWs8pHDN0+b14ppcv8HtrPieSxORdl69o=","","","","1","0","2018-04-21","en"
"VPEmSJ4JzbYWh0l0O5m7YGtHKEL0cjRdwNZ1tcYHJ+M=","VPEmSJ4JzbYWh0l0O5m7YGtHKEL0cjRdwNZ1tcYHJ+M=","VPEmSJ4JzbYWh0l0O5m7YGtHKEL0cjRdwNZ1tcYHJ+M=","","","","0","0","2018-09-08","en"
"nsekhwPmkMOsN4R0ZNsX0Rz4ucCn8COVYCnH7cDBHcI=","nsekhwPmkMOsN4R0ZNsX0Rz4ucCn8COVYCnH7cDBHcI=","nsekhwPmkMOsN4R0ZNsX0Rz4ucCn8COVYCnH7cDBHcI=","","","","24","67","2016-04-30","fr"
"mBOAeDT9tNbL2g+ZiSs1jv5Fll+vDbajqikO6IFKYBo=","mBOAeDT9tNbL2g+ZiSs1jv5Fll+vDbajqikO6IFKYBo=","mBOAeDT9tNbL2g+ZiSs1jv5Fll+vDbajqikO6IFKYBo=","","‏‏‏لا أعشق إلا ‎‎‎#اليمن","","227","152","2018-09-16","en"
"F7xpJXJZbfvovSQ0PngzzVFRgPVL9YHuztL40luH2c=","F7xpJXJZbfvovSQ0PngzzVFRgPVL9YHuztL40luH2c=","F7xpJXJZbfvovSQ0PngzzVFRgPVL9YHuztL40luH2c=","","","","67","216","2019-01-21","en"
"ZQwUbtlJMmx7Qq89xE8xNNXw9CN38uOsXOxwkZpubyA=","ZQwUbtlJMmx7Qq89xE8xNNXw9CN38uOsXOxwkZpubyA=","ZQwUbtlJMmx7Qq89xE8xNNXw9CN38uOsXOxwkZpubyA=","","Девиз дня: У меня все хорошо, а будет еще лучше! ☀️","","8","34","2019-01-26","en"
"0J5EGVwSyIWnBkZAYpST0NpKmWXgWZNrpcMoGWHVlCI=","0J5EGVwSyIWnBkZAYpST0NpKmWXgWZNrpcMoGWHVlCI=","0J5EGVwSyIWnBkZAYpST0NpKmWXgWZNrpcMoGWHVlCI=","Lebanon","لبنان الوطن والعشق برسا","","27","159","2018-09-17","en"
"z3J8GWgF67ZfmKHhHaK2GAuX8rgD2QgEIjkj9d0Pw=","z3J8GWgF67ZfmKHhHaK2GAuX8rgD2QgEIjkj9d0Pw=","z3J8GWgF67ZfmKHhHaK2GAuX8rgD2QgEIjkj9d0Pw=","لبنان","🙈🙈🙈","","13","13","2018-10-23","ar"
"13VnWx0IcqlRWXkspNT+eyYIqQ2AWAkctqDscfrPY58=","13VnWx0IcqlRWXkspNT+eyYIqQ2AWAkctqDscfrPY58=","13VnWx0IcqlRWXkspNT+eyYIqQ2AWAkctqDscfrPY58=","Barcelona, Spain","Viviendo lejos de mi hermosa tierra ....🧐🤪","https://t.co/vXvjkQlCKf","24","213","2018-12-25","en"
"w8BTRHpGiws5SC2lypNOwiFl0igIdC11+Ww8yTmkMls=","w8BTRHpGiws5SC2lypNOwiFl0igIdC11+Ww8yTmkMls=","w8BTRHpGiws5SC2lypNOwiFl0igIdC11+Ww8yTmkMls=","","LOVE myself LOVE family diploma in Pharmacy 💊","","15","117","2019-01-20","en"
"NPWLwIVwHcQCEz71uNm6xq7cz23JCpf8g0I234gqx20=","NPWLwIVwHcQCEz71uNm6xq7cz23JCpf8g0I234gqx20=","NPWLwIVwHcQCEz71uNm6xq7cz23JCpf8g0I234gqx20=","United Kingdom","Life is a journey,let's enjoy it. I want to enjoy my life and travel many places. #Life #Art #Colors #Leo","","1095","1794","2018-01-04","en"
"ZwID6yI3j0zFqqnHnWTwOMnYgspBRDEfy2bTNowvbw=","ZwID6yI3j0zFqqnHnWTwOMnYgspBRDEfy2bTNowvbw=","ZwID6yI3j0zFqqnHnWTwOMnYgspBRDEfy2bTNowvbw=","","","","0","29","2018-03-21","en"
"QVDeBaut7tgSOuYX7eF8viegLzJ47T526gORosfvfg=","QVDeBaut7tgSOuYX7eF8viegLzJ47T526gORosfvfg=","QVDeBaut7tgSOuYX7eF8viegLzJ47T526gORosfvfg=","","Я люблю Только счастье.. Смех.. Люблю 😍","","34","81","2018-12-04","en"
"AuRWIKI17ofh1SGZv+0xDm8D9qAnse4BGPxvMw6cW8=","AuRWIKI17ofh1SGZv+0xDm8D9qAnse4BGPxvMw6cW8=","AuRWIKI17ofh1SGZv+0xDm8D9qAnse4BGPxvMw6cW8=","Yemen","اليمن ستتنفس قريباً وسينتهي خراب الحوثه","","0","30","2018-12-26","ar"
"NrlpfrhKHwRzvIAz0oXBFlpuO+cVVBZHD1C8T4fgLt8=","NrlpfrhKHwRzvIAz0oXBFlpuO+cVVBZHD1C8T4fgLt8=","NrlpfrhKHwRzvIAz0oXBFlpuO+cVVBZHD1C8T4fgLt8=","","دوباره میسازمت وطن 💎","","3","43","2015-07-14","ar"
"cW7CWAL1Uq9VjRN5iwsa7ar3OqZ35m6cU92AarFMS0=","cW7CWAL1Uq9VjRN5iwsa7ar3OqZ35m6cU92AarFMS0=","cW7CWAL1Uq9VjRN5iwsa7ar3OqZ35m6cU92AarFMS0=","Iran","پژوهشگر سیاسی با مدرک کارشناسی ارشد در علوم سیاسی و اقتصادی.  به پیگیری اخبار و حوادث علاقه مندم","","2702","289","2017-12-30","en"
"PpcQKsU+OZpHG8BSSB6ZSeznUgTQCaB1KFG79IBEnqw=","PpcQKsU+OZpHG8BSSB6ZSeznUgTQCaB1KFG79IBEnqw=","PpcQKsU+OZpHG8BSSB6ZSeznUgTQCaB1KFG79IBEnqw=","Yemen","Yemen and people of Yemen understand the meaning of the Yemeni homeland🇾🇪","","47","145","2018-09-19","en"
"ch1qkSyG2nYLJLzFOw2kdaWmp8ZxLAgl8akSpokmug=","ch1qkSyG2nYLJLzFOw2kdaWmp8ZxLAgl8akSpokmug=","ch1qkSyG2nYLJLzFOw2kdaWmp8ZxLAgl8akSpokmug=","Yemen","لا حوثي بعد اليوم","","88","214","2018-12-04","en"
"dMbRvhVIn5WFwVad8JtWfACji7GJKl0XTk1gV3agTJI=","dMbRvhVIn5WFwVad8JtWfACji7GJKl0XTk1gV3agTJI=","dMbRvhVIn5WFwVad8JtWfACji7GJKl0XTk1gV3agTJI=","","“With #guns you can kill #terrorists, with #education you can kill terrorism.”","","102","294","2018-12-06","en"
"V7H6suYhWS+YsnGPbuePTaU9DcOza0a5kH1M1ji8M4=","V7H6suYhWS+YsnGPbuePTaU9DcOza0a5kH1M1ji8M4=","V7H6suYhWS+YsnGPbuePTaU9DcOza0a5kH1M1ji8M4=","Qatar","‏إن لم تستطع أن تكون نجماً فى السّماء فحاول أن تكون مصباحاً في حياتك","","55","248","2018-12-23","en"
"P+m5EEkSNBUOvXA0dMx0qSx7jedsdSehYltEe4Hvihs=","P+m5EEkSNBUOvXA0dMx0qSx7jedsdSehYltEe4Hvihs=","P+m5EEkSNBUOvXA0dMx0qSx7jedsdSehYltEe4Hvihs=","","Anything beautiful is worth getting hurt for -Prince","","49","134","2019-01-20","en"
"CL9C5gSKE6KxMSlfCPtpNuKySACeALi5sH30pryV4=","CL9C5gSKE6KxMSlfCPtpNuKySACeALi5sH30pryV4=","CL9C5gSKE6KxMSlfCPtpNuKySACeALi5sH30pryV4=","","Umutsuzluk yok..! Gün Gelir; Gül 'de Açar, Bülbül de Öter...🥳🐦⚠️","","378","465","2019-01-31","tr"
"chPBd+YLZCEBvAwxLFgMZf7hbL84mUzeX1dVPGc7oDM=","chPBd+YLZCEBvAwxLFgMZf7hbL84mUzeX1dVPGc7oDM=","chPBd+YLZCEBvAwxLFgMZf7hbL84mUzeX1dVPGc7oDM=","","","","0","9","2018-05-31","en"
"RJ1AlYIWQs+bHaeaHluCqEesbmaIE3Dslbr6iqg67QE=","RJ1AlYIWQs+bHaeaHluCqEesbmaIE3Dslbr6iqg67QE=","RJ1AlYIWQs+bHaeaHluCqEesbmaIE3Dslbr6iqg67QE=","أب","يمانية أنتى لليمن ياروحى عاشقة ومتيمة","","426","429","2018-09-16","en"
"mzQfGwVWMcFQ1MkRwjfqckTludqZYRCHPwUe9pdmu8g=","mzQfGwVWMcFQ1MkRwjfqckTludqZYRCHPwUe9pdmu8g=","mzQfGwVWMcFQ1MkRwjfqckTludqZYRCHPwUe9pdmu8g=","","Malaysia is a civilized country, strong and its sons are defending it","","87","363","2018-09-17","en"
"SRshtbUwqFahg4uuT6Mb0fH62NrGmR1RJbANFFo4Mq4=","SRshtbUwqFahg4uuT6Mb0fH62NrGmR1RJbANFFo4Mq4=","SRshtbUwqFahg4uuT6Mb0fH62NrGmR1RJbANFFo4Mq4=","Tunisia","Take it or leave it for someone else!","","1","35","2018-11-04","en"
"HbVmUJdXtQiqHdVTRGNJa4Bk9Kt0qMRST3Ix2z7Fc=","HbVmUJdXtQiqHdVTRGNJa4Bk9Kt0qMRST3Ix2z7Fc=","HbVmUJdXtQiqHdVTRGNJa4Bk9Kt0qMRST3Ix2z7Fc=","","Basma Rabah","","185","369","2018-12-05","en"
"OXrNIb0u3HbwmysYuzdNwR7FRf1AeeckKSqwZqUbJfM=","OXrNIb0u3HbwmysYuzdNwR7FRf1AeeckKSqwZqUbJfM=","OXrNIb0u3HbwmysYuzdNwR7FRf1AeeckKSqwZqUbJfM=","Yemen","ناشط إعلامي وسياسي محب لبلدي الجنوب العربي (جنوب اليمن) .","","486","587","2018-03-16","en"
"jJAP+k7ZxoVBqZ0vw1UT7aPcqxjbGHwb78JYqMfFeo=","jJAP+k7ZxoVBqZ0vw1UT7aPcqxjbGHwb78JYqMfFeo=","jJAP+k7ZxoVBqZ0vw1UT7aPcqxjbGHwb78JYqMfFeo=","","‏الحمدلله","","107","83","2018-08-24","ar"
"eALPP8lcbV+4bJuyGoDx5eNNcGcZX4sM5I2phKo+oY=","eALPP8lcbV+4bJuyGoDx5eNNcGcZX4sM5I2phKo+oY=","eALPP8lcbV+4bJuyGoDx5eNNcGcZX4sM5I2phKo+oY=","","‏ليس لى سوى ذكراكم فهى تشعرنى بالسعادة.  يا رب لو متقبلناش في الدنيا يبقي في الجنه 😇 ‎#الزمالك مدرسه و سنظل اوفياء💪","","553","1091","2018-12-05","en"
"DoePhoKLBe6vo4OHNYszYILBag69y6jkzg5gDbbRndI=","DoePhoKLBe6vo4OHNYszYILBag69y6jkzg5gDbbRndI=","DoePhoKLBe6vo4OHNYszYILBag69y6jkzg5gDbbRndI=","","Воспитатель, увлеченный справедливостью и социальной справедливостью","","0","0","2018-11-22","en"
"iznYGElNRlXJ3vZOThODfkp5a33ShhAB61q4tHZaa4s=","iznYGElNRlXJ3vZOThODfkp5a33ShhAB61q4tHZaa4s=","iznYGElNRlXJ3vZOThODfkp5a33ShhAB61q4tHZaa4s=","","I will be someone you can depend on","","27","150","2019-01-20","en"
"+cPJacNu0Tfl0zEgp3lGzL2ACYmwWXWhkfaHgJCzhgk=","+cPJacNu0Tfl0zEgp3lGzL2ACYmwWXWhkfaHgJCzhgk=","+cPJacNu0Tfl0zEgp3lGzL2ACYmwWXWhkfaHgJCzhgk=","","","","0","6","2018-08-03","en"
"dG3QMHElctVYuqbTUjJzqpByHku5cufOzZUXJTBAbQc=","dG3QMHElctVYuqbTUjJzqpByHku5cufOzZUXJTBAbQc=","dG3QMHElctVYuqbTUjJzqpByHku5cufOzZUXJTBAbQc=","United Kingdom","Cool and funny stuff 😂 I love food and puppies 😍💙","","70","255","2018-09-05","en"
"n7iMDoVMcR4h6wVZeG8h9BnfS42nQdFPe1Y0TZqug=","n7iMDoVMcR4h6wVZeG8h9BnfS42nQdFPe1Y0TZqug=","n7iMDoVMcR4h6wVZeG8h9BnfS42nQdFPe1Y0TZqug=","","","","175","426","2018-09-24","en"
"9XfNRbA8HLtQQoQu03ywKMEj6YVsinMKvJsBXcXUIQ=","9XfNRbA8HLtQQoQu03ywKMEj6YVsinMKvJsBXcXUIQ=","9XfNRbA8HLtQQoQu03ywKMEj6YVsinMKvJsBXcXUIQ=","Marseille, France","La photographie est un autre monde! :)","","19","21","2019-01-26","fr"
"iBxLacbA1fhjtpy3CMgTYr3lRirddR9kYaFPIXdonwE=","iBxLacbA1fhjtpy3CMgTYr3lRirddR9kYaFPIXdonwE=","iBxLacbA1fhjtpy3CMgTYr3lRirddR9kYaFPIXdonwE=","","","","0","0","2019-02-06","en"
"yxHNuniq7CW0G7QVJhSGt02i4PiN9E73bfVJvm1io=","yxHNuniq7CW0G7QVJhSGt02i4PiN9E73bfVJvm1io=","yxHNuniq7CW0G7QVJhSGt02i4PiN9E73bfVJvm1io=","ohio","#Palastenian Origin, born in the #USA. My friends are #arabic, #jordanian and palestenian. I follow arabic news.","","339","1654","2017-09-12","en"
"ZGjA0EgA20TxfxNGzfhrirs+AvDe70W8wefBj+XY=","ZGjA0EgA20TxfxNGzfhrirs+AvDe70W8wefBj+XY=","ZGjA0EgA20TxfxNGzfhrirs+AvDe70W8wefBj+XY=","","","","0","0","2018-02-14","en"
"JCoF7QShxLxDVSxB6nAebjQV0wFLL+qHAFnGGf2lY=","JCoF7QShxLxDVSxB6nAebjQV0wFLL+qHAFnGGf2lY=","JCoF7QShxLxDVSxB6nAebjQV0wFLL+qHAFnGGf2lY=","","","","110","122","2018-09-20","en"
"RQU+eW+bjLs4WFeVtU5ZUzXT0NOFpl1g1TWvwPz4LY=","RQU+eW+bjLs4WFeVtU5ZUzXT0NOFpl1g1TWvwPz4LY=","RQU+eW+bjLs4WFeVtU5ZUzXT0NOFpl1g1TWvwPz4LY=","Islamic Republic of Iran","در این سرما و باران یار خوشتر
 
نگار اندر کنار و عشق در سر😘☺️","","24","61","2018-11-05","en"
"ZHeIM6Wk3zf2nVLMa3VLmMoO+sP7w0UkpCoXjirk30=","ZHeIM6Wk3zf2nVLMa3VLmMoO+sP7w0UkpCoXjirk30=","ZHeIM6Wk3zf2nVLMa3VLmMoO+sP7w0UkpCoXjirk30=","Yemen","‏مهما اشتد الظلام من حولك تفائل وأحسن الظن بالله وكن على ثقة ويقين أن الشمس ستشرق من جديد ويحل النور محل الظلام 🇾🇪ثق أن الله على كل شئ قدير.‎#تابعني ‎#اتابعك","","471","83","2019-01-17","ar"
"HANDx0tVewofq34gB88eKI87K4M9WDaBDbmKUjekg=","HANDx0tVewofq34gB88eKI87K4M9WDaBDbmKUjekg=","HANDx0tVewofq34gB88eKI87K4M9WDaBDbmKUjekg=","Lille, France","Une Emiratie qui vit toute sa vie en France :)","","46","56","2019-01-20","fr"
"HUuIHZOsNAw9uDEg3NbVgseC51sKiQJM9HUfbOD1Cc=","HUuIHZOsNAw9uDEg3NbVgseC51sKiQJM9HUfbOD1Cc=","HUuIHZOsNAw9uDEg3NbVgseC51sKiQJM9HUfbOD1Cc=","","","","0","0","2019-01-26","en"
"740hK6YRudAJFAEgPJof1nIHEZQaXmCLet5t1zSrCA=","740hK6YRudAJFAEgPJof1nIHEZQaXmCLet5t1zSrCA=","740hK6YRudAJFAEgPJof1nIHEZQaXmCLet5t1zSrCA=","Tunisia","إذا كان لديك رغيفان فـكُل أحدهما، واشتر بالآخر زهوراً","","8","25","2019-01-31","en"
"a39HlnEI7BhcEtKyLql1BSRbVONYT23Wy00cpkcaSM8=","a39HlnEI7BhcEtKyLql1BSRbVONYT23Wy00cpkcaSM8=","a39HlnEI7BhcEtKyLql1BSRbVONYT23Wy00cpkcaSM8=","Qatar","ياللي جرحت القلب ليه المعاذير جرحتني لا تترك الجرح تذكار وشلون ابصبر كان شفتك مع الغير وانا الذي عليك من نفسي اغار🙈","","79","272","2018-05-24","en"
"yJ69mxrLI1VZwdhwiJjMkOiiR7E82oawMNCZunuN5n0=","yJ69mxrLI1VZwdhwiJjMkOiiR7E82oawMNCZunuN5n0=","yJ69mxrLI1VZwdhwiJjMkOiiR7E82oawMNCZunuN5n0=","","If we destroy #HumanRights in the response to #terrorism, they have won.","","99","278","2018-12-06","en"
"YDk6GRTStOaFUNTYEdEGyOMoTGM7BxQkHDC226kQrF0=","YDk6GRTStOaFUNTYEdEGyOMoTGM7BxQkHDC226kQrF0=","YDk6GRTStOaFUNTYEdEGyOMoTGM7BxQkHDC226kQrF0=","","Ethan........Farah.......Ruben......Owen.....Lewis...Jacob. Heartbroken Scotland Voted No! #45 Our day is coming very soon!! This is it...Time to get it right!","","0","7","2018-12-15","en"
"Q0BCrITGLi2KbFqmRpZj6YJDwd3snyRiOSBt5Od3LvI=","Q0BCrITGLi2KbFqmRpZj6YJDwd3snyRiOSBt5Od3LvI=","Q0BCrITGLi2KbFqmRpZj6YJDwd3snyRiOSBt5Od3LvI=","","هكذا دائما ،، باغِت الصباح بِدعاءٍ وابتسامةٍ تُخبرهُ أنّك زلتَ مُتفائلاً بِ الحيآة وأنّك لا زلتَ ترجو مـِن خالِقِك الكثير ،،🇦🇪🇦🇪","","33","51","2018-12-16","en"
"PgFaWkWEM710iGHq5nC4SJD1EWJ96dsIfi6rcEWWINw=","PgFaWkWEM710iGHq5nC4SJD1EWJ96dsIfi6rcEWWINw=","PgFaWkWEM710iGHq5nC4SJD1EWJ96dsIfi6rcEWWINw=","Yemen","اللهم دمر الحوثه و ايران و كل من يساعدهم","","0","35","2018-12-26","ar"
"54peJI1O6gsKjuY1LyrTS+58UUdP0tW0DEVaExQsOw=","54peJI1O6gsKjuY1LyrTS+58UUdP0tW0DEVaExQsOw=","54peJI1O6gsKjuY1LyrTS+58UUdP0tW0DEVaExQsOw=","United Arab Emirates","ورثت كبرياء : يستطيع ان يخسرني الاغلى ! حينما اشعر ان مشااعري قد يُستهان بها ♡","","758","1500","2018-04-28","en"
"12ZgvzTgWtQdiDNOFz79dpTHHf4ucSvdrQ0qpolJmY=","12ZgvzTgWtQdiDNOFz79dpTHHf4ucSvdrQ0qpolJmY=","12ZgvzTgWtQdiDNOFz79dpTHHf4ucSvdrQ0qpolJmY=","Tehran","‏‏⁦🇮🇷⁩❤️🇮🇷
یه زمانی آدمها دوست داشتن که اولین عشق یه نفر باشن…..😎😍
الان باید دعا کنن که آخریش باشن…😉😁","","702","991","2018-08-19","en"
"V5TiH+v8dUSyRhWeOQCBZxylaVaHKvJwnEOtpbTt6lI=","V5TiH+v8dUSyRhWeOQCBZxylaVaHKvJwnEOtpbTt6lI=","V5TiH+v8dUSyRhWeOQCBZxylaVaHKvJwnEOtpbTt6lI=","","اليمن روحي","","11","41","2018-09-15","en"
"66ZNqdDoxu5TfJn66YLJcJvKpg3WMJ4BzjSo1zZk7o4=","66ZNqdDoxu5TfJn66YLJcJvKpg3WMJ4BzjSo1zZk7o4=","66ZNqdDoxu5TfJn66YLJcJvKpg3WMJ4BzjSo1zZk7o4=","","","","0","0","2018-11-13","en"
"6dT1Z41Stas0HYoxCNIBcQ5pfxNFKGXLaNuoPpvfQ1o=","6dT1Z41Stas0HYoxCNIBcQ5pfxNFKGXLaNuoPpvfQ1o=","6dT1Z41Stas0HYoxCNIBcQ5pfxNFKGXLaNuoPpvfQ1o=","United Kingdom","I apologise in advance.","","247","363","2018-12-03","en"
"0AazRII7SNm4TESjqEqHiPVotWKR5R5K6qpzd94rYJk=","0AazRII7SNm4TESjqEqHiPVotWKR5R5K6qpzd94rYJk=","0AazRII7SNm4TESjqEqHiPVotWKR5R5K6qpzd94rYJk=","sudan","الغناء❤️ الرقص السوداني 🖤 الأسمراني 🧕🏿","","460","555","2018-12-06","en"
"eZsTmeFbOTuGnsOUSu0sgg5GuTB652YMA1TyTRMLrk=","eZsTmeFbOTuGnsOUSu0sgg5GuTB652YMA1TyTRMLrk=","eZsTmeFbOTuGnsOUSu0sgg5GuTB652YMA1TyTRMLrk=","Yemen","واضح وصريح ومع الحق اينما كان وممن كان","","583","1645","2018-03-09","en"
"9ylHCGD+MPzAo4nBaZ8hsLFmSmyksmFU7GRQP75aXY=","9ylHCGD+MPzAo4nBaZ8hsLFmSmyksmFU7GRQP75aXY=","9ylHCGD+MPzAo4nBaZ8hsLFmSmyksmFU7GRQP75aXY=","","#UAE to roots 
an ancient princess with an old soul in a wrong era 
#USA currently","","98","83","2018-12-19","en"
"2+JFlQ6bQIaUcGjqEUfeciClJ0QG7kNxRMhDUFkdnbM=","2+JFlQ6bQIaUcGjqEUfeciClJ0QG7kNxRMhDUFkdnbM=","2+JFlQ6bQIaUcGjqEUfeciClJ0QG7kNxRMhDUFkdnbM=","Yemen","اللهم لا حوثي بعد اليوم","","0","25","2018-12-26","ar"
"OBP7Da4V1625RPCuglj2X3Fbyxh2WjxKdNe+2cy4Xbw=","OBP7Da4V1625RPCuglj2X3Fbyxh2WjxKdNe+2cy4Xbw=","OBP7Da4V1625RPCuglj2X3Fbyxh2WjxKdNe+2cy4Xbw=","","اليمن وأبنائها يواجهون الارهاب...حفط الله يمننا الحبيب","","0","0","2019-01-20","en"
"hY0jpzaJYnbGcKJvdL7pq6ecuEIQbkaztBP3r3l9QA=","hY0jpzaJYnbGcKJvdL7pq6ecuEIQbkaztBP3r3l9QA=","hY0jpzaJYnbGcKJvdL7pq6ecuEIQbkaztBP3r3l9QA=","Tanger Médina, Royaume du Maro","غلطتي اني علمتك انه قلبي من زجاج ,, مادريت انه غيري علمك رمي الحجر 
😏😏😏
#المغرب🇲🇦️🇲🇦️","","96","163","2018-08-16","en"
"KWCFZm0EzILGt8OCkO8OW7FGUP5RytFIOaGOzlTnMc=","KWCFZm0EzILGt8OCkO8OW7FGUP5RytFIOaGOzlTnMc=","KWCFZm0EzILGt8OCkO8OW7FGUP5RytFIOaGOzlTnMc=","","","","6","0","2018-08-20","en"
"L8C5sOJ+9BLuFN9dLVHE5o4VcZFBpIQimBhvXb5EfE=","L8C5sOJ+9BLuFN9dLVHE5o4VcZFBpIQimBhvXb5EfE=","L8C5sOJ+9BLuFN9dLVHE5o4VcZFBpIQimBhvXb5EfE=","","أتسول الدهشة، وأحاول يائساً فهم العالم.","","261","515","2018-12-04","en"
"rkGE9b1uDf7SkHxrwcvi68I3oMCmMuy35FPKh88DM=","rkGE9b1uDf7SkHxrwcvi68I3oMCmMuy35FPKh88DM=","rkGE9b1uDf7SkHxrwcvi68I3oMCmMuy35FPKh88DM=","","Manel Nassim","","219","378","2018-12-05","en"
"1y62VafCDcFrXOxGzo2SMhsFDIY3ZAbjfT1ZzALvPnY=","1y62VafCDcFrXOxGzo2SMhsFDIY3ZAbjfT1ZzALvPnY=","1y62VafCDcFrXOxGzo2SMhsFDIY3ZAbjfT1ZzALvPnY=","Yemen","هناك من يتذمر لأن للورد شوكاً، و هناك من يتفاءل لأن فوق الشوك وردة. #شاعر #كاتب#وطني","","24","124","2018-12-05","en"
